Customer Id,F_norm,S_norm,L_norm,SCRI_heuristic,SCRI_pca,SCRI_equal,Rank_heuristic,Rank_pca,Rank_equal
1,0.0,0.4571596105014346,0.7703588512055982,0.35259557647690165,0.2539478598975353,0.40917282056901094,18239.0,13897.0,19655.0
2,0.19565217391304346,0.1383632623613276,0.6176149108498118,0.281091739104135,0.2264420936181707,0.31721011570806096,13573.0,12147.0,14633.0
3,0.3695652173913043,0.13831827260342297,0.3370862329297326,0.2805090406001529,0.2842440747635563,0.2816565743081533,13540.0,15702.0,11182.0
4,0.28260869565217395,0.15005942556077767,0.3312677009789219,0.24838120245187223,0.24182728976381784,0.2546452740639578,10912.0,13136.0,8640.0
5,0.13043478260869568,0.18613058176677222,0.422176216297901,0.2228636707363238,0.18527002355578417,0.24624719355778962,8969.0,9899.0,7980.0
6,0.30434782608695654,0.2388417798010213,0.5532344494376932,0.34364236572456336,0.3113448766678848,0.36547468510855696,17790.0,17119.0,18213.0
7,0.4565217391304348,0.17913282224052599,0.6081807603591954,0.3973503735261569,0.37719485533119923,0.4146117739100521,19561.0,19486.0,19781.0
8,0.391304347826087,0.2153655351407927,0.5133777522256436,0.36024411448612315,0.3441152262542476,0.3733492117308411,18525.0,18633.0,18554.0
9,0.28260869565217395,0.16764016999605338,0.3725388019023355,0.26485223823507215,0.25299956099138143,0.2742625558501876,12278.0,13840.0,10460.0
10,0.15217391304347827,0.23584195581588963,0.6130089573797309,0.2966664890978854,0.23727490842741505,0.3336749420796996,14804.0,12844.0,16107.0
11,0.2391304347826087,0.2125375019816708,0.5198023109417288,0.2999908773420604,0.2636632617520642,0.32382341590200275,15080.0,14492.0,15268.0
12,0.5869565217391305,0.16985132524982202,0.3370777908448095,0.3785000202442923,0.4099602985394217,0.3646285459445873,19111.0,19993.0,18177.0
13,0.32608695652173914,0.15317461645235705,0.4957577120899293,0.30798532638950293,0.2857109454797133,0.32500642835467514,15642.0,15796.0,15380.0
14,0.2608695652173913,0.139769356882328,0.4412096837305847,0.2635695219284175,0.2400198646875319,0.2806162019434346,12175.0,13037.0,11058.0
15,0.043478260869565216,0.030616901537279445,0.2927340828660607,0.10129074060238906,0.06905084804582454,0.12227641509096844,1431.0,2339.0,1448.0
16,0.34782608695652173,0.10108410781922,0.3795749676135122,0.26940361442271377,0.26480675442057355,0.276161720796418,12652.0,14563.0,10634.0
17,0.34782608695652173,0.16159879711298517,0.6275823770542012,0.3525856080357038,0.31605698599483656,0.3790024203745693,18238.0,17368.0,18776.0
18,0.30434782608695654,0.1722223279286006,0.4410523647448518,0.2922800363960058,0.2743478459669351,0.3058741729201363,14451.0,15117.0,13569.0
19,0.5,0.15621789081347978,0.4565877048681844,0.368823188001764,0.37374613902270765,0.3709351985605547,18827.0,19406.0,18455.0
20,0.10869565217391304,0.30495383899022105,0.5357829195036977,0.284157834392067,0.2293530918919653,0.3164774702226106,13829.0,12328.0,14556.0
21,0.34782608695652173,0.15660920783784316,0.33185829411163376,0.2769082310537622,0.27858941368784484,0.2787645296353329,13257.0,15373.0,10869.0
22,0.32608695652173914,0.15659560002227538,0.44469713335598887,0.29641752595548926,0.28074912771618465,0.3091265633000011,14781.0,15492.0,13861.0
23,0.41304347826086957,0.19297271541752117,0.4962098294904378,0.3568102990730897,0.34562152867967016,0.36740867438960945,18398.0,18681.0,18297.0
24,0.30434782608695654,0.17496058763641345,0.37795642855596046,0.2774644432465174,0.2676923358458389,0.2857549474264435,13305.0,14747.0,11608.0
25,0.06521739130434782,0.1614490311895612,0.34093398348755244,0.16782761330997364,0.1323861279089637,0.1892001353271538,5042.0,7182.0,3891.0
26,0.2608695652173913,0.13441350555087686,0.6479520468581442,0.3133805647442995,0.26310052694780817,0.3477450392088041,16018.0,14462.0,17150.0
27,0.2173913043478261,0.207839004083039,0.35872038922324867,0.24938027047400627,0.2310955969836569,0.2613168992180379,10988.0,12442.0,9255.0
28,0.13043478260869568,0.25032922209094005,0.5210502392916722,0.27005170059822536,0.21980786425953114,0.3006047479971026,12685.0,11769.0,13077.0
29,0.08695652173913043,0.21539595486099647,0.6312052439670366,0.2679725038887601,0.19788998732476965,0.3111859068557211,12538.0,10561.0,14070.0
30,0.15217391304347827,0.12993539246166308,0.5399091503296224,0.241324240161379,0.191168319673724,0.27400615194492123,10369.0,10199.0,10437.0
31,0.5,0.15712716133658805,0.450673568802518,0.3676628986684353,0.37335201968083015,0.3692669100463687,18783.0,19396.0,18381.0
32,0.34782608695652173,0.17449943040798088,0.4373199450247845,0.30953522168159814,0.2976221841423603,0.319881820796429,15744.0,16444.0,14895.0
33,0.08695652173913043,0.19453400638355808,0.45102232888820404,0.2156250931519485,0.1687879306684994,0.24417095233696418,8388.0,9187.0,7822.0
34,0.32608695652173914,0.13433035411941954,0.4575272893179168,0.2918322288799717,0.2744611035271112,0.3059815333196918,14418.0,15123.0,13577.0
35,0.2608695652173913,0.12745898087426094,0.5921726483013922,0.2970016314682959,0.2539166875643921,0.32683373146434813,14832.0,13892.0,15537.0
36,0.10869565217391304,0.13015016875476537,0.385961928897015,0.18552130215798684,0.14972994667687234,0.20826924994189777,6307.0,8234.0,5083.0
37,0.19565217391304346,0.12600440951567535,0.38077730749868394,0.21755673977037474,0.19349158785512297,0.23414463030913424,8529.0,10340.0,6982.0
38,0.32608695652173914,0.1383198418726301,0.4381661928843905,0.28838827548521384,0.2735273854945427,0.30085766375958656,14161.0,15071.0,13101.0
39,0.34782608695652173,0.14371094072842536,0.4162142104307432,0.2934828166452434,0.2842359228363744,0.3025837460385634,14551.0,15701.0,13280.0
40,0.3695652173913043,0.18921626136833114,0.48311669275363767,0.334830951623847,0.31979462698512834,0.3472993905044244,17323.0,17554.0,17126.0
41,0.2391304347826087,0.16845680691519896,0.4233614150954026,0.26045241010721376,0.236500767614632,0.27698288559773676,11905.0,12789.0,10709.0
42,0.3695652173913043,0.1256266247729361,0.5145262947846249,0.3204269793232056,0.3012040277519887,0.3365727123162884,16494.0,16607.0,16347.0
43,0.10869565217391304,0.16651975774245478,0.47420775520409725,0.22031211488044872,0.17318850276610967,0.2498077217068217,8776.0,9365.0,8255.0
44,0.32608695652173914,0.1225384164293958,0.4616398517990039,0.28873319130873515,0.27080696374401364,0.3034217415833796,14195.0,14921.0,13362.0
45,0.30434782608695654,0.15654720696174088,0.5688272875922903,0.31873747476946446,0.2842601210372726,0.3432407735469959,16380.0,15705.0,16833.0
46,0.391304347826087,0.16634293148528592,0.2485973826287876,0.27689111080748174,0.2948847341492153,0.26874822064672016,13254.0,16292.0,9968.0
47,0.043478260869565216,0.22929549939875757,0.3217631857447421,0.17808552557357676,0.14249131544091628,0.19817898200435496,5797.0,7829.0,4429.0
48,0.30434782608695654,0.20907359284790564,0.49680697054638734,0.31911663056814643,0.2940523569618892,0.33674279649374983,16402.0,16253.0,16360.0
